date, pm25, pm10, o3, no2, so2, co
2020/9/30, 66, 12, 4, 13, 1, 6
2020/4/1, 120, 38, 41, 10, 2, 7
2020/4/2, 106, 32, 34, 13, 2, 6
2020/4/3, 93, 27, 39, 12, 2, 5
2020/4/4, 88, 27, 43, 9, 1, 5
2020/4/5, 92, 33, 44, 8, 1, 6
2020/4/6, 80, 44, 42, 23, 1, 7
2020/4/7, 96, 41, 44, 23, 1, 7
2020/4/8, 95, 33, 48, 16, 1, 6
2020/4/9, 94, 20, 37, 8, 1, 4
2020/4/10, 50, 29, 44, 8, 1, 5
2020/4/11, 83, 21, 45, 10, 1, 5
2020/4/12, 58, 17, 42, 7, 1, 4
2020/4/13, 64, 17, 31, 5, 1, 3
2020/4/14, 35, 25, 35, 7, 2, 4
2020/4/15, 66, 22, 43, 10, 1, 5
2020/4/16, 61, 27, 38, 15, 1, 5
2020/4/17, 63, 20, 43, 9, 1, 4
2020/4/18, 51, 15, 39, 5, 1, 4
2020/4/19, 41, 18, 37, 10, 1, 5
2020/4/20, 50, 27, 38, 11, , 5
2020/4/21, 69, 27, 42, 14, , 5
2020/4/22, 61, 27, 44, 19, , 6
2020/4/23, 63, 27, 46, 15, 1, 6
2020/4/24, 75, 23, 36, 7, 1, 4
2020/4/25, 62, 17, 37, 9, 1, 4
2020/4/26, 44, 30, 42, 19, 1, 6
2020/4/27, 64, 34, 42, 22, , 7
2020/4/28, 65, 29, 40, 13, , 6
2020/4/29, 71, 27, 41, 10, 1, 5
2020/4/30, 86, 17, 24, 8, , 5
2020/5/1, 68, 13, 33, 6, , 5
2020/5/2, 49, 12, 32, 4, 1, 4
2020/5/3, 50, 36, 36, 11, 1, 6
2020/5/4, 75, 23, 33, 10, , 5
2020/5/5, 48, 16, 25, 9, 1, 5
2020/5/6, 67, 23, 31, 9, 1, 5
2020/5/7, 59, 32, 42, 14, 1, 6
2020/5/8, 78, 23, 58, 16, , 7
2020/5/9, 64, 20, 44, 12, , 6
2020/5/10, 57, 31, 39, 16, , 6
2020/5/11, 44, 18, 28, 8, , 5
2020/5/12, 26, 35, 23, 12, , 5
2020/5/13, 50, 17, 26, 11, , 4
2020/5/14, 51, 27, 25, 13, , 6
2020/5/15, 90, 24, 38, 12, , 4
2020/5/16, 75, 21, 38, 11, , 4
2020/5/17, 71, 24, 37, 16, , 5
2020/5/18, 59, 25, 40, 15, , 4
2020/5/19, 59, 20, 33, 8, , 3
2020/5/20, 25, 17, 32, 9, , 3
2020/5/21, 27, 17, 33, 11, , 4
2020/5/22, 33, 22, 39, 15, , 3
2020/5/23, 46, 13, 28, 5, , 2
2020/5/24, 29, 14, 18, 8, , 4
2020/5/25, 41, 18, 22, 10, , 5
2020/5/26, 48, 21, 24, 11, 1, 4
2020/5/27, 61, 24, 34, 9, 1, 4
2020/5/28, 61, 19, 26, 8, , 3
2020/5/29, 35, 16, 22, 6, 1, 3
2020/5/30, 37, , 21, , , 4
2020/5/31, 18, 19, 31, 9, , 5
2020/6/1, 29, 16, 31, 8, 1, 4
2020/6/2, 37, 37, 28, 13, 1, 4
2020/6/3, 51, 29, 35, 14, , 5
2020/6/4, 54, 16, 25, 15, 1, 5
2020/6/5, 34, 10, 25, 9, 1, 4
2020/6/6, 26, 18, 32, 9, 1, 4
2020/6/7, 53, 17, 20, 8, 1, 4
2020/6/8, 61, 17, 19, 5, , 5
2020/6/9, 60, 22, 25, 13, , 6
2020/6/10, 79, 15, 32, 7, 1, 4
2020/6/11, 65, 24, 31, 12, 1, 5
2020/6/12, 71, 23, 37, 7, 1, 5
2020/6/13, 65, 16, 22, 4, 1, 3
2020/6/14, 54, 16, 29, 11, 1, 4
2020/6/15, 47, 19, 26, 12, 1, 5
2020/6/16, 58, 18, 24, 10, , 5
2020/6/17, 67, 21, 35, 10, , 5
2020/6/18, 74, 15, 27, 8, , 5
2020/6/19, 66, 10, 19, 5, , 3
2020/6/20, 44, 10, 17, 4, , 3
2020/6/21, 46, 10, 21, 7, , 4
2020/6/22, 48, 13, 30, 6, , 3
2020/6/23, 33, 20, 19, 9, , 4
2020/6/24, 56, 22, 30, 12, , 4
2020/6/25, 62, 20, 29, 13, , 5
2020/6/26, 56, 14, 33, 10, , 4
2020/6/27, 56, 11, 37, 7, , 4
2020/6/28, 41, 14, 27, 10, , 5
2020/6/29, 49, 13, 30, 8, 1, 4
2020/6/30, 34, 15, 32, 12, , 4
2020/1/2, 141, 43, 22, 21, 5, 18
2020/1/3, 186, 60, 24, 23, 3, 4
2020/1/5, 66, 10, 15, 9, 2, 8
2020/1/6, 129, 48, 8, 14, 3, 10
2020/1/7, 137, 43, 13, 21, 4, 9
2020/1/8, 127, 37, 3, 17, 2, 10
2020/1/9, 106, 31, 9, 17, 6, 10
2020/1/10, 141, 42, 13, 18, 2, 5
2020/1/11, 75, 20, 17, 11, 2, 7
2020/1/12, 80, 22, 10, 13, 3, 9
2020/1/13, 94, 32, 2, 17, 2, 14
2020/1/14, 165, 60, 4, 20, 4, 15
2020/1/15, 159, 62, 2, 24, 4, 16
2020/1/16, 161, 54, 3, 22, 1, 14
2020/1/17, 149, 50, 5, 20, 6, 13
2020/1/18, 150, 45, 14, 17, 3, 10
2020/1/19, 122, 35, 18, 14, 2, 6
2020/1/20, 86, 25, 20, 16, 4, 7
2020/1/21, 91, 28, 13, 13, 4, 7
2020/1/22, 92, 26, 16, 13, 3, 8
2020/1/23, 92, 27, 17, 19, 5, 13
2020/1/24, 147, 48, 13, 20, 6, 9
2020/1/25, 125, 36, 9, 14, 7, 10
2020/1/26, 153, 48, 6, 14, 7, 14
2020/1/27, 160, 53, 19, 21, 3, 19
2020/1/28, 142, 50, 25, 28, 3, 6
2020/1/29, 42, 11, 22, 9, 2, 6
2020/1/30, 48, 11, 20, 11, 3, 6
2020/1/31, 45, 12, 24, 16, 2, 7
2020/2/1, 41, 16, 27, 14, 2, 5
2020/2/2, 28, 9, 18, 8, 2, 6
2020/2/3, 46, 11, 25, 14, 1, 6
2020/2/4, 34, 10, 24, 16, 1, 5
2020/2/5, 30, 14, 13, 12, 4, 5
2020/2/6, 86, 28, 23, 14, 2, 6
2020/2/7, 62, 24, 17, 17, 2, 9
2020/2/8, 113, 46, 1, 23, 1, 16
2020/2/9, 187, 58, , 26, , 
2020/2/24, 66, 5, 20, 16, 1, 7
2020/2/25, 54, 16, 25, 19, 2, 6
2020/2/26, 43, 15, 23, 17, 1, 6
2020/2/27, 52, 16, 20, 17, 2, 7
2020/2/28, 78, 22, 27, 17, 1, 6
2020/2/29, 56, 23, 26, 19, 1, 7
2020/3/1, 58, 22, 21, 21, 2, 8
2020/3/2, 61, 22, 15, 21, 2, 8
2020/3/3, 63, 17, 18, 20, 2, 5
2020/3/4, 69, 24, 33, 17, 1, 8
2020/3/5, 106, 47, 19, 23, 2, 9
2020/3/6, 84, 37, 19, 27, 2, 6
2020/3/7, 57, 23, 24, 14, 2, 6
2020/3/8, 78, 31, 30, 15, 1, 10
2020/3/9, 102, 53, 25, 24, 3, 9
2020/3/10, 14, 46, 25, 20, 1, 5
2020/3/11, 49, 12, 27, 11, 1, 6
2020/3/12, 51, 20, 27, 14, 1, 4
2020/3/13, 39, 15, 33, 11, 1, 3
2020/3/14, 37, 13, 35, 7, 1, 4
2020/3/15, 66, 21, 29, 9, 2, 6
2020/3/16, 88, 32, 32, 16, 4, 8
2020/3/17, 115, 46, 35, 19, 3, 9
2020/3/18, 127, 57, 38, 21, 1, 9
2020/3/19, 119, 43, 23, 17, 1, 5
2020/3/20, 100, 37, 27, 14, 1, 3
2020/3/21, 48, 12, 29, 3, 1, 3
2020/3/22, 40, 13, 34, 3, 1, 4
2020/3/23, 62, 21, 35, 6, 1, 4
2020/3/24, 66, 24, 38, 7, 1, 4
2020/3/25, 76, 31, 37, 9, 2, 5
2020/3/26, 88, 32, 43, 12, 2, 5
2020/3/27, 105, 40, 45, 14, 2, 6
2020/3/28, 130, 49, 37, 19, 4, 6
2020/3/29, 138, 42, 29, 8, 1, 4
2020/3/30, 47, 14, 28, 8, 2, 6
2020/3/31, 115, 31, 35, 11, 3, 6
2019/10/1, 46, 29, 19, 22, 2, 7
2019/10/2, 78, 16, 15, 12, 1, 5
2019/10/3, 74, 23, 15, 15, 1, 6
2019/10/4, 94, 14, 20, 11, , 6
2019/10/5, 73, 14, 20, 11, , 6
2019/10/6, 60, 29, 23, 20, , 7
2019/10/7, 83, 33, 18, 22, , 8
2019/10/8, 95, 19, 18, 17, , 7
2019/10/9, 69, 11, 22, 12, , 6
2019/10/10, 34, 23, 21, 19, , 8
2019/10/11, 50, 29, 22, 22, , 10
2019/10/12, 61, 32, 22, 23, , 10
2019/10/13, 82, 50, 21, 25, 1, 12
2019/10/14, 94, 51, 28, 30, 1, 12
2019/10/15, 107, 31, 19, 20, , 8
2019/10/16, 72, 34, 28, 26, 1, 9
2019/10/17, 68, 42, 25, 27, 1, 11
2019/10/18, 98, 41, 18, 22, 1, 11
2019/10/19, 120, 40, 23, 23, 1, 11
2019/10/20, 93, 44, 14, 26, 2, 9
2019/10/21, 81, 51, 21, 24, 2, 10
2019/10/22, 116, 49, 8, 20, 1, 10
2019/10/23, 153, 54, 9, 25, 1, 12
2019/10/24, 140, 50, 18, 22, 2, 9
2019/10/25, 134, 51, 19, 22, 1, 10
2019/10/26, 139, 36, 25, 18, 1, 8
2019/10/27, 105, 23, 20, 15, 1, 5
2019/10/28, 74, 37, 16, 16, 3, 7
2019/10/29, 125, 23, 22, 17, 1, 5
2019/10/30, 73, 50, 10, 22, 2, 9
2019/10/31, 149, 45, 8, 16, 1, 9
2019/11/1, 155, 37, 8, 20, 3, 10
2019/11/2, 120, 20, 25, 15, 1, 7
2019/11/3, 72, 17, 16, 17, 1, 7
2019/11/4, 67, 23, 12, 22, 1, 9
2019/11/5, 76, 33, 13, 19, 1, 9
2019/11/6, 107, 51, 6, 23, 2, 13
2019/11/7, 121, 41, 4, 18, 1, 12
2019/11/8, 130, 26, 2, 14, 1, 13
2019/11/9, 108, 12, 11, 11, 1, 8
2019/11/10, 79, 20, 18, 12, 1, 7
2019/11/11, 81, 32, 10, 23, 1, 11
2019/11/12, 80, 30, 15, 22, 2, 10
2019/11/13, 94, 25, 11, 17, 2, 8
2019/11/14, 79, 35, 4, 15, 1, 10
2019/11/15, 115, 43, 16, 19, 1, 12
2019/11/16, 107, 35, 15, 17, 3, 10
2019/11/17, 97, 57, 9, 27, 3, 13
2019/11/18, 95, 51, 5, 25, 2, 13
2019/11/19, 93, 46, 6, 18, 2, 11
2019/11/20, 125, 21, 12, 19, 2, 8
2019/11/21, 79, 23, 5, 12, 2, 8
2019/11/22, 76, 30, 4, 10, 1, 10
2019/11/23, 116, 38, 7, 10, 1, 16
2019/11/24, 130, 36, 3, 12, 2, 9
2019/11/25, 123, 36, 2, 13, 2, 10
2019/11/26, 130, 36, 2, 15, 2, 13
2019/11/27, 133, 65, 1, 24, 3, 22
2019/11/28, 165, 17, 17, 17, 2, 8
2019/11/29, 64, 22, 21, 12, 2, 7
2019/11/30, 69, 36, 16, 19, 3, 12
2019/12/1, 123, 33, 17, 18, 3, 10
2019/12/2, 133, 22, 16, 19, 2, 9
2019/12/3, 97, 46, 5, 25, 3, 14
2019/12/4, 164, 55, 2, 25, 4, 15
2019/12/5, 162, 38, 7, 19, 5, 12
2019/12/6, 132, 25, 12, 16, 5, 10
2019/12/7, 101, 26, 20, 21, 2, 10
2019/12/8, 53, 29, 9, 27, 2, 11
2019/12/9, 76, 25, 14, 18, 3, 8
2019/12/10, 75, 38, 14, 26, 3, 10
2019/12/11, 101, 62, 2, 28, 4, 17
2019/12/12, 158, 38, 1, 26, 5, 13
2019/12/13, 95, 20, 21, 24, 3, 10
2019/12/14, 51, 18, 26, 23, 2, 9
2019/12/15, 50, 35, 16, 25, 1, 13
2019/12/16, 92, 64, 1, 26, 2, 21
2019/12/17, 171, 58, 2, 26, 2, 21
2019/12/18, 163, 63, 1, 19, , 19
2019/12/19, 160, 49, 19, 31, 1, 16
2019/12/20, 107, 30, 22, 21, , 9
2019/12/21, 69, 19, 11, 14, , 9
2019/12/22, 81, 13, 11, 16, , 9
2019/12/23, 71, 10, 18, 8, , 6
2019/12/24, 44, 17, 19, 10, 1, 9
2019/12/25, 88, 12, 16, 7, , 6
2019/12/26, 52, 11, 13, 11, , 6
2019/12/27, 48, 8, 16, 7, , 6
2019/12/28, 31, 14, , 10, , 
2019/7/1, 44, 20, 47, 16, 3, 3
2019/7/2, 46, 18, 38, 15, 3, 3
2019/7/3, 33, 21, 42, 19, 3, 3
2019/7/4, 38, 23, 39, 21, 3, 3
2019/7/5, 41, 21, 50, 18, 3, 3
2019/7/6, 39, 17, 40, 14, 3, 3
2019/7/7, 50, 16, 33, 11, 2, 1
2019/7/8, 23, 16, 31, 14, 3, 2
2019/7/9, 31, 17, 28, 12, 3, 2
2019/7/10, 29, 16, 25, 14, 2, 3
2019/7/11, 47, 17, 36, 19, 2, 3
2019/7/12, 45, 18, 29, 15, 2, 4
2019/7/13, 66, 14, 22, 9, 2, 3
2019/7/14, 54, 18, 36, 16, 2, 3
2019/7/15, 40, 20, 31, 14, 2, 3
2019/7/16, 59, 18, 26, 15, 3, 2
2019/7/17, 41, 22, 39, 22, 3, 4
2019/7/18, 43, 21, 43, 22, 2, 3
2019/7/19, 50, 19, 47, 18, 2, 4
2019/7/20, 51, 18, 43, 15, 2, 4
2019/7/21, 51, 29, 37, 19, 3, 4
2019/7/22, 52, 20, 15, 16, 2, 4
2019/7/23, 58, 22, 18, 15, 3, 5
2019/7/24, 57, 23, 35, 24, 2, 4
2019/7/25, 39, 28, 41, 25, 3, 4
2019/7/26, 51, 25, 40, 17, 3, 4
2019/7/27, 57, 18, 46, 15, 3, 4
2019/7/28, 50, 21, 53, 18, 3, 4
2019/7/29, 48, 21, 39, 16, 3, 4
2019/7/30, 58, 25, 29, 17, 3, 5
2019/7/31, 60, 24, 40, 17, 2, 4
2019/8/1, 55, 22, 42, 17, 3, 4
2019/8/2, 43, 17, 28, 13, 3, 4
2019/8/3, 41, 18, 32, 12, 3, 3
2019/8/4, 35, 18, 43, 17, 2, 3
2019/8/5, 33, 21, 44, 20, 1, 4
2019/8/6, 41, 23, 34, 23, 1, 4
2019/8/7, 44, 17, 35, 18, 2, 4
2019/8/8, 43, 24, 40, 23, 2, 4
2019/8/9, 45, 23, 36, 19, 1, 4
2019/8/10, 37, 14, 38, 14, 1, 3
2019/8/11, 20, 24, 44, 22, 2, 4
2019/8/12, 44, 19, 29, 18, 1, 4
2019/8/13, 37, 18, 22, 18, 2, 4
2019/8/14, 32, 20, 42, 15, 2, 3
2019/8/15, 40, 22, 23, 19, 2, 4
2019/8/16, 44, 18, 35, 15, 2, 4
2019/8/17, 41, 21, 28, 18, 2, 5
2019/8/18, 34, 22, 44, 22, 2, 4
2019/8/19, 31, 20, 32, 18, 1, 4
2019/8/20, 35, 20, 22, 14, 1, 3
2019/8/21, 36, 24, 34, 17, 1, 3
2019/8/22, 33, 31, 40, 21, 1, 5
2019/8/23, 49, 29, 41, 14, 2, 5
2019/8/24, 44, 26, 39, 16, 2, 5
2019/8/25, 50, 33, 40, 23, 2, 6
2019/8/26, 51, 35, 35, 27, 2, 6
2019/8/27, 55, 37, 44, 25, 1, 5
2019/8/28, 52, 25, 41, 21, 2, 5
2019/8/29, 47, 29, 57, 26, 2, 5
2019/8/30, 53, 26, 52, 19, 1, 5
2019/8/31, 50, 25, 44, 19, 1, 5
2019/9/1, 49, 16, 29, 16, 2, 4
2019/9/2, 39, 20, 22, 14, 1, 4
2019/9/3, 33, 28, 38, 17, 2, 5
2019/9/4, 32, 26, 37, 22, 2, 5
2019/9/5, 30, 22, 30, 20, 2, 5
2019/9/6, 24, 28, 22, 16, 2, 5
2019/9/7, 55, 14, 34, 10, 2, 5
2019/9/8, 38, 17, 25, 17, 2, 5
2019/9/9, 46, 18, 28, 16, 2, 5
2019/9/10, 22, 28, 38, 22, 2, 5
2019/9/11, 42, 25, 39, 21, 2, 5
2019/9/12, 49, 24, 30, 18, 2, 5
2019/9/13, 44, 17, 28, 13, 2, 3
2019/9/14, 23, 18, 32, 11, 2, 4
2019/9/15, 36, 20, 24, 17, 3, 5
2019/9/16, 39, 16, 25, 9, 3, 3
2019/9/17, 27, 14, 23, 10, 2, 3
2019/9/18, 22, 19, 20, 13, 2, 4
2019/9/19, 34, 23, 18, 15, 2, 5
2019/9/20, 47, 27, 29, 14, 2, 6
2019/9/21, 49, 27, 32, 17, 2, 7
2019/9/22, 50, 31, 20, 18, 3, 6
2019/9/23, 55, 41, 17, 17, 3, 6
2019/9/24, 64, 42, 5, 17, 3, 9
2019/9/25, 78, 19, 20, 14, 3, 6
2019/9/26, 44, 22, 19, 18, 2, 7
2019/9/27, 41, 16, 22, 13, 2, 5
2019/9/28, 28, 15, 24, 15, 2, 5
2019/9/29, 26, 14, 26, 11, 3, 4
2019/9/30, 17, 18, 26, 20, 3, 6
2019/4/1, 53, 31, 40, 22, 3, 4
2019/4/2, 73, 47, 42, 30, 3, 6
2019/4/3, 106, 52, 44, 32, 4, 7
2019/4/4, 122, 45, 41, 30, 4, 8
2019/4/5, 107, 37, 26, 18, 3, 7
2019/4/6, 116, 31, 39, 19, 3, 7
2019/4/7, 92, 47, 42, 28, 4, 8
2019/4/8, 124, 41, 46, 22, 4, 6
2019/4/9, 120, 29, 31, 16, 3, 5
2019/4/10, 85, 26, 30, 18, 3, 6
2019/4/11, 93, 22, 25, 21, 2, 6
2019/4/12, 84, 31, 25, 16, 2, 6
2019/4/13, 110, 28, 40, 13, 3, 6
2019/4/14, 89, 29, 41, 22, 4, 6
2019/4/15, 79, 38, 42, 22, 2, 6
2019/4/16, 92, 35, 31, 28, 2, 7
2019/4/17, 93, 43, 45, 33, 2, 8
2019/4/18, 106, 40, 49, 27, 2, 7
2019/4/19, 100, 32, 48, 18, 2, 7
2019/4/20, 85, 21, 43, 14, 2, 
2019/4/21, 68, 19, 40, 9, 2, 
2019/4/22, 68, 31, 41, 17, 1, 
2019/4/23, 64, 39, 38, 25, 1, 
2019/4/24, 69, 43, 35, 29, 1, 
2019/4/25, 74, 56, 32, 33, 1, 
2019/4/26, 80, 27, 19, 15, 2, 
2019/4/27, 74, 20, 19, 10, 1, 
2019/4/28, 78, , 21, 14, 2, 
2019/4/29, 62, 17, 13, 18, 2, 
2019/4/30, 67, 25, 43, 11, 2, 4
2019/5/1, 72, 27, 45, 14, 3, 4
2019/5/2, 73, 28, 28, 13, 3, 5
2019/5/3, 84, 22, 38, 13, 2, 4
2019/5/4, 65, 14, 27, 12, 1, 4
2019/5/5, 50, 20, 28, 19, 2, 5
2019/5/6, 46, 25, 31, 20, 2, 4
2019/5/7, 60, 39, 39, 27, 2, 6
2019/5/8, 88, 32, 31, 31, 2, 7
2019/5/9, 83, 21, 27, 16, 2, 6
2019/5/10, 64, 21, 43, 17, 2, 6
2019/5/11, 56, 29, 28, 11, 2, 5
2019/5/12, 75, 27, 27, 16, 1, 4
2019/5/13, 38, 8, 24, 14, 1, 5
2019/5/14, 43, 8, 11, 16, 1, 6
2019/5/15, 45, 20, 26, 17, 2, 6
2019/5/16, 66, 32, 31, 22, 3, 6
2019/5/17, 81, 27, 40, 15, 2, 6
2019/5/18, 59, 25, 32, 14, 2, 7
2019/5/19, 62, 25, 36, 22, 2, 5
2019/5/20, 51, 34, 25, 16, 2, 5
2019/5/21, 56, 16, 27, 14, 2, 5
2019/5/22, 45, 11, 14, 12, 2, 6
2019/5/23, 42, 33, 12, 15, 2, 7
2019/5/24, 100, 31, 48, 15, 3, 7
2019/5/25, 76, 33, 47, 16, 2, 6
2019/5/26, 86, 32, 37, 24, 2, 6
2019/5/27, 67, 24, 25, 18, 2, 6
2019/5/28, 59, 20, 17, 14, 2, 5
2019/5/29, 53, 21, 20, 14, 1, 5
2019/5/30, 46, 34, 40, 22, 3, 6
2019/5/31, 63, 35, 33, 16, 2, 7
2019/6/1, 64, 24, 41, 14, 2, 5
2019/6/2, 54, 25, 38, 23, 2, 5
2019/6/3, 46, 29, 44, 25, 2, 6
2019/6/4, 55, 29, 40, 22, 3, 5
2019/6/5, 58, 21, 40, 26, 2, 5
2019/6/6, 48, 24, 44, 20, 2, 6
2019/6/7, 56, 25, 46, 13, 2, 5
2019/6/8, 52, 18, 45, 12, 2, 4
2019/6/9, 36, 26, 42, 24, 2, 5
2019/6/10, 55, 31, 45, 30, 2, 6
2019/6/11, 52, 29, 45, 32, 2, 6
2019/6/12, 46, 35, 47, 33, 2, 6
2019/6/13, 51, 31, 49, 22, 2, 7
2019/6/14, 58, 34, 48, 19, 2, 6
2019/6/15, 54, 23, 49, 11, 2, 5
2019/6/16, 47, 19, 37, 21, 2, 5
2019/6/17, 32, 29, 44, 29, 2, 5
2019/6/18, 51, 29, 43, 25, 2, 6
2019/6/19, 54, 16, 37, 13, 2, 5
2019/6/20, 46, 21, 47, 14, 3, 5
2019/6/21, 54, 20, 38, 13, 2, 5
2019/6/22, 55, 14, 41, 9, 3, 4
2019/6/23, 26, 19, 40, 21, 2, 5
2019/6/24, 38, 29, 45, 27, 2, 6
2019/6/25, 61, 28, 47, 19, 2, 6
2019/6/26, 61, 25, 48, 19, 2, 5
2019/6/27, 45, 18, 36, 16, 2, 4
2019/6/28, 45, 18, 48, 15, 2, 4
2019/6/29, 34, 17, 44, 13, 3, 5
2019/6/30, 40, 31, 67, 17, 3, 4
2019/1/1, 84, 8, 23, 11, 1, 4
2019/1/2, 44, 10, 23, 14, 2, 5
2019/1/3, 52, 22, 23, 14, 2, 7
2019/1/4, 107, 12, 21, 14, 2, 6
2019/1/5, 77, 8, 21, 10, 1, 5
2019/1/6, 59, 32, 18, 20, 7, 9
2019/1/7, 132, 29, 13, 24, 3, 12
2019/1/8, 131, 36, 10, 23, 3, 11
